datum,ingredient_name,ingredient_amount
2022-07-23,champinjoner,120.0
2022-07-23,cheddar,135.0
2022-07-23,chokladsås,30.0
2022-07-23,citron,10.0
2022-07-23,coleslaw,400.0
2022-07-23,entrecote,1440.0
2022-07-23,fisk,210.0
2022-07-23,fläskfile,2240.0
2022-07-23,grädde,60.0
2022-07-23,halkidiki_oliver,45.0
2022-07-23,hamburgarbröd,450.0
2022-07-23,hamburgardressing,270.0
2022-07-23,hollandaisesås,140.0
2022-07-23,högrev,900.0
2022-07-23,inlagd_gurka,180.0
2022-07-23,jalapeno,140.0
2022-07-23,kalamata_oliver,45.0
2022-07-23,kalventrecote,750.0
2022-07-23,kapris,25.0
2022-07-23,krutonger,90.0
2022-07-23,kyckling,1050.0
2022-07-23,kycklingvingar,150.0
2022-07-23,köttfärs,300.0
2022-07-23,lax,360.0
2022-07-23,linguini,2100.0
2022-07-23,mixsallad,180.0
2022-07-23,morot,375.0
2022-07-23,mozarella,60.0
2022-07-23,nacho_chips,400.0
2022-07-23,oxfile,80.0
2022-07-23,pannkakor,130.0
2022-07-23,paprika_grön,375.0
2022-07-23,pepparsås,630.0
2022-07-23,pizzabotten,750.0
2022-07-23,pommes_frites,7050.0
2022-07-23,potatis,360.0
2022-07-23,remouladsås,70.0
2022-07-23,riven_ost,760.0
2022-07-23,romansallad,270.0
2022-07-23,rödlök,590.0
2022-07-23,rödvinssås,840.0
2022-07-23,skinka,45.0
2022-07-23,ströbröd,300.0
2022-07-23,tomat,500.0
2022-07-23,tomatsås,300.0
2022-07-23,vaniljglass,200.0
2022-07-23,vetemjöl,75.0
2022-07-23,vitlökssmör,120.0
2022-07-23,zucchini,375.0
2022-07-23,ägg,300.0
2022-07-24,aioli,600.0
2022-07-24,bacon,160.0
2022-07-24,baguette,250.0
2022-07-24,barn_hamburgare,180.0
2022-07-24,bearnaisesås,735.0
2022-07-24,blomkål,300.0
2022-07-24,bröd,80.0
2022-07-24,champinjoner,120.0
2022-07-24,cheddar,120.0
2022-07-24,chili,10.0
2022-07-24,citron,10.0
2022-07-24,coleslaw,360.0
2022-07-24,entrecote,1920.0
2022-07-24,fisk,210.0
2022-07-24,fläskfile,1200.0
2022-07-24,grädde,30.0
2022-07-24,hamburgarbröd,500.0
2022-07-24,hamburgardressing,240.0
2022-07-24,hollandaisesås,140.0
2022-07-24,högrev,800.0
2022-07-24,inlagd_gurka,160.0
2022-07-24,jalapeno,40.0
2022-07-24,kalventrecote,1350.0
2022-07-24,kapris,45.0
2022-07-24,kyckling,150.0
2022-07-24,kycklingvingar,150.0
2022-07-24,köttfärs,60.0
2022-07-24,lax,360.0
2022-07-24,linguini,2400.0
2022-07-24,mixsallad,200.0
2022-07-24,morot,300.0
2022-07-24,nacho_chips,80.0
2022-07-24,oxfile,40.0
2022-07-24,pannkakor,130.0
2022-07-24,paprika_grön,300.0
2022-07-24,pepparsås,540.0
2022-07-24,pesto,60.0
2022-07-24,pizzabotten,250.0
2022-07-24,pommes_frites,6290.0
2022-07-24,potatis,360.0
2022-07-24,remouladsås,70.0
2022-07-24,riven_ost,240.0
2022-07-24,rödlök,480.0
2022-07-24,rödvinssås,840.0
2022-07-24,soltorkade_tomater,60.0
2022-07-24,stekolja,20.0
2022-07-24,ströbröd,540.0
2022-07-24,tomat,400.0
2022-07-24,tomatsås,100.0
2022-07-24,vaniljglass,50.0
2022-07-24,vetemjöl,135.0
2022-07-24,vitlök,10.0
2022-07-24,vitlökssmör,60.0
2022-07-24,zucchini,300.0
2022-07-24,ägg,540.0
2022-07-25,aioli,480.0
2022-07-25,bacon,180.0
2022-07-25,baguette,550.0
2022-07-25,balsamico,15.0
2022-07-25,barn_hamburgare,90.0
2022-07-25,bearnaisesås,595.0
2022-07-25,blomkål,210.0
2022-07-25,blåbär,15.0
2022-07-25,caesardressing,120.0
2022-07-25,champinjoner,120.0
2022-07-25,cheddar,90.0
2022-07-25,chili,5.0
2022-07-25,chokladsås,30.0
2022-07-25,citron,10.0
2022-07-25,coleslaw,400.0
2022-07-25,entrecote,1680.0
2022-07-25,fisk,210.0
2022-07-25,fläskfile,800.0
2022-07-25,grädde,30.0
2022-07-25,halloumi,100.0
2022-07-25,hamburgarbröd,400.0
2022-07-25,hamburgardressing,180.0
2022-07-25,högrev,600.0
2022-07-25,inlagd_gurka,140.0
2022-07-25,jalapeno,60.0
2022-07-25,kalventrecote,1050.0
2022-07-25,kapris,35.0
2022-07-25,krutonger,90.0
2022-07-25,kyckling,450.0
2022-07-25,kycklingvingar,450.0
2022-07-25,köttfärs,60.0
2022-07-25,linguini,1500.0
2022-07-25,mixsallad,140.0
2022-07-25,morot,210.0
2022-07-25,mozarella,60.0
2022-07-25,nacho_chips,80.0
2022-07-25,oxfile,80.0
2022-07-25,paprika_grön,210.0
2022-07-25,pepparsås,360.0
2022-07-25,pesto,30.0
2022-07-25,pizzabotten,500.0
2022-07-25,pommes_frites,4810.0
2022-07-25,remouladsås,70.0
2022-07-25,riven_ost,420.0
2022-07-25,romansallad,270.0
2022-07-25,rödlök,490.0
2022-07-25,rödvinssås,680.0
2022-07-25,soltorkade_tomater,30.0
2022-07-25,srirachadressing,30.0
2022-07-25,stekolja,10.0
2022-07-25,ströbröd,420.0
2022-07-25,tomat,420.0
2022-07-25,tomatsås,200.0
2022-07-25,vaniljglass,150.0
2022-07-25,vetemjöl,105.0
2022-07-25,vitlök,5.0
2022-07-25,vitlökssmör,120.0
2022-07-25,zucchini,210.0
2022-07-25,ägg,420.0
2022-07-26,aioli,880.0
2022-07-26,bacon,140.0
2022-07-26,baguette,400.0
2022-07-26,balsamico,5.0
2022-07-26,bearnaisesås,455.0
2022-07-26,blomkål,180.0
2022-07-26,bröd,80.0
2022-07-26,caesardressing,40.0
2022-07-26,champinjoner,200.0
2022-07-26,cheddar,90.0
2022-07-26,citron,40.0
2022-07-26,coleslaw,400.0
2022-07-26,entrecote,960.0
2022-07-26,fisk,840.0
2022-07-26,fläskfile,880.0
2022-07-26,halkidiki_oliver,45.0
2022-07-26,halloumi,100.0
2022-07-26,hamburgarbröd,350.0
2022-07-26,hamburgardressing,180.0
2022-07-26,hollandaisesås,140.0
2022-07-26,högrev,600.0
2022-07-26,inlagd_gurka,140.0
2022-07-26,jalapeno,180.0
2022-07-26,kalamata_oliver,45.0
2022-07-26,kalventrecote,600.0
2022-07-26,kapris,20.0
2022-07-26,krutonger,30.0
2022-07-26,kyckling,300.0
2022-07-26,kycklingvingar,450.0
2022-07-26,köttfärs,360.0
2022-07-26,lax,360.0
2022-07-26,linguini,300.0
2022-07-26,mixsallad,100.0
2022-07-26,morot,180.0
2022-07-26,mozarella,20.0
2022-07-26,nacho_chips,480.0
2022-07-26,oxfile,120.0
2022-07-26,paprika_grön,180.0
2022-07-26,pepparsås,90.0
2022-07-26,pizzabotten,1250.0
2022-07-26,pommes_frites,5160.0
2022-07-26,potatis,360.0
2022-07-26,remouladsås,280.0
2022-07-26,riven_ost,940.0
2022-07-26,romansallad,90.0
2022-07-26,rödlök,450.0
2022-07-26,rödvinssås,520.0
2022-07-26,skinka,90.0
2022-07-26,srirachadressing,30.0
2022-07-26,ströbröd,240.0
2022-07-26,tomat,380.0
2022-07-26,tomatsås,500.0
2022-07-26,vetemjöl,60.0
2022-07-26,vitlökssmör,60.0
2022-07-26,zucchini,180.0
2022-07-26,ägg,240.0
2022-07-27,aioli,120.0
2022-07-27,bearnaisesås,350.0
2022-07-27,blomkål,180.0
2022-07-27,citron,20.0
2022-07-27,entrecote,1680.0
2022-07-27,fisk,420.0
2022-07-27,fläskfile,480.0
2022-07-27,jalapeno,60.0
2022-07-27,kalventrecote,300.0
2022-07-27,kapris,10.0
2022-07-27,köttfärs,180.0
2022-07-27,linguini,1200.0
2022-07-27,mixsallad,40.0
2022-07-27,morot,180.0
2022-07-27,nacho_chips,240.0
2022-07-27,paprika_grön,180.0
2022-07-27,pepparsås,360.0
2022-07-27,pommes_frites,2160.0
2022-07-27,remouladsås,140.0
2022-07-27,riven_ost,180.0
2022-07-27,rödlök,40.0
2022-07-27,rödvinssås,400.0
2022-07-27,ströbröd,120.0
2022-07-27,tomat,40.0
2022-07-27,vetemjöl,30.0
2022-07-27,zucchini,180.0
2022-07-27,ägg,120.0
2022-07-28,aioli,400.0
2022-07-28,bacon,100.0
2022-07-28,baguette,300.0
2022-07-28,balsamico,10.0
2022-07-28,barn_hamburgare,180.0
2022-07-28,bearnaisesås,490.0
2022-07-28,blomkål,360.0
2022-07-28,caesardressing,80.0
2022-07-28,champinjoner,40.0
2022-07-28,cheddar,45.0
2022-07-28,chili,0.0
2022-07-28,citron,50.0
2022-07-28,coleslaw,160.0
2022-07-28,entrecote,1680.0
2022-07-28,fisk,1050.0
2022-07-28,fläskfile,1600.0
2022-07-28,halkidiki_oliver,90.0
2022-07-28,halloumi,100.0
2022-07-28,hamburgarbröd,300.0
2022-07-28,hamburgardressing,90.0
2022-07-28,hollandaisesås,280.0
2022-07-28,högrev,300.0
2022-07-28,inlagd_gurka,80.0
2022-07-28,jalapeno,100.0
2022-07-28,kalamata_oliver,90.0
2022-07-28,krutonger,60.0
2022-07-28,kyckling,300.0
2022-07-28,köttfärs,240.0
2022-07-28,lax,720.0
2022-07-28,linguini,1800.0
2022-07-28,morot,360.0
2022-07-28,mozarella,40.0
2022-07-28,nacho_chips,320.0
2022-07-28,oxfile,40.0
2022-07-28,paprika_grön,360.0
2022-07-28,pepparsås,540.0
2022-07-28,pesto,0.0
2022-07-28,pizzabotten,250.0
2022-07-28,pommes_frites,4320.0
2022-07-28,potatis,720.0
2022-07-28,remouladsås,350.0
2022-07-28,riven_ost,420.0
2022-07-28,romansallad,180.0
2022-07-28,rödlök,200.0
2022-07-28,rödvinssås,560.0
2022-07-28,soltorkade_tomater,0.0
2022-07-28,srirachadressing,30.0
2022-07-28,stekolja,0.0
2022-07-28,tomat,160.0
2022-07-28,tomatsås,100.0
2022-07-28,vitlök,0.0
2022-07-28,vitlökssmör,60.0
2022-07-28,zucchini,360.0
2022-07-29,aioli,240.0
2022-07-29,bacon,100.0
2022-07-29,baguette,200.0
2022-07-29,barn_hamburgare,90.0
2022-07-29,bearnaisesås,420.0
2022-07-29,blomkål,165.0
2022-07-29,champinjoner,40.0
2022-07-29,cheddar,75.0
2022-07-29,coleslaw,200.0
2022-07-29,entrecote,480.0
2022-07-29,fläskfile,1120.0
2022-07-29,hamburgarbröd,300.0
2022-07-29,hamburgardressing,150.0
2022-07-29,högrev,500.0
2022-07-29,inlagd_gurka,100.0
2022-07-29,jalapeno,40.0
2022-07-29,kalventrecote,750.0
2022-07-29,kapris,25.0
2022-07-29,köttfärs,60.0
2022-07-29,linguini,1200.0
2022-07-29,mixsallad,100.0
2022-07-29,morot,165.0
2022-07-29,nacho_chips,80.0
2022-07-29,oxfile,40.0
2022-07-29,paprika_grön,165.0
2022-07-29,pepparsås,360.0
2022-07-29,pizzabotten,250.0
2022-07-29,pommes_frites,3150.0
2022-07-29,riven_ost,240.0
2022-07-29,rödlök,290.0
2022-07-29,rödvinssås,480.0
2022-07-29,ströbröd,300.0
2022-07-29,tomat,240.0
2022-07-29,tomatsås,100.0
2022-07-29,vetemjöl,75.0
2022-07-29,vitlökssmör,60.0
2022-07-29,zucchini,165.0
2022-07-29,ägg,300.0
2022-07-30,aioli,1160.0
2022-07-30,bacon,500.0
2022-07-30,baguette,850.0
2022-07-30,balsamico,25.0
2022-07-30,barn_hamburgare,180.0
2022-07-30,bearnaisesås,1120.0
2022-07-30,blomkål,495.0
2022-07-30,blåbär,45.0
2022-07-30,bröd,80.0
2022-07-30,caesardressing,200.0
2022-07-30,champinjoner,200.0
2022-07-30,cheddar,300.0
2022-07-30,chili,5.0
2022-07-30,chokladkaka,80.0
2022-07-30,chokladsås,90.0
2022-07-30,citron,60.0
2022-07-30,coleslaw,920.0
2022-07-30,entrecote,2400.0
2022-07-30,fisk,1260.0
2022-07-30,fläskfile,2640.0
2022-07-30,grädde,90.0
2022-07-30,halkidiki_oliver,90.0
2022-07-30,halloumi,200.0
2022-07-30,hamburgarbröd,1200.0
2022-07-30,hamburgardressing,600.0
2022-07-30,hollandaisesås,210.0
2022-07-30,högrev,2000.0
2022-07-30,inlagd_gurka,440.0
2022-07-30,jalapeno,40.0
2022-07-30,kalamata_oliver,90.0
2022-07-30,kalventrecote,1650.0
2022-07-30,kapris,55.0
2022-07-30,krutonger,150.0
2022-07-30,kyckling,900.0
2022-07-30,kycklingvingar,150.0
2022-07-30,lakritsglass,70.0
2022-07-30,lax,540.0
2022-07-30,linguini,3000.0
2022-07-30,mixsallad,240.0
2022-07-30,morot,495.0
2022-07-30,mozarella,100.0
2022-07-30,oxfile,80.0
2022-07-30,pannkakor,130.0
2022-07-30,paprika_grön,495.0
2022-07-30,pepparsås,810.0
2022-07-30,pesto,30.0
2022-07-30,pizzabotten,1000.0
2022-07-30,pommes_frites,11340.0
2022-07-30,potatis,540.0
2022-07-30,remouladsås,420.0
2022-07-30,riven_ost,680.0
2022-07-30,romansallad,450.0
2022-07-30,rödlök,1080.0
2022-07-30,rödvinssås,1280.0
2022-07-30,skinka,90.0
2022-07-30,soltorkade_tomater,30.0
2022-07-30,srirachadressing,60.0
2022-07-30,stekolja,10.0
2022-07-30,ströbröd,660.0
2022-07-30,tomat,860.0
2022-07-30,tomatsås,400.0
2022-07-30,vaniljglass,350.0
2022-07-30,vetemjöl,165.0
2022-07-30,vitlök,5.0
2022-07-30,vitlökssmör,210.0
2022-07-30,zucchini,495.0
2022-07-30,ägg,660.0
2022-07-31,aioli,880.0
2022-07-31,bacon,180.0
2022-07-31,baguette,250.0
2022-07-31,balsamico,5.0
2022-07-31,barn_hamburgare,630.0
2022-07-31,bearnaisesås,840.0
2022-07-31,blomkål,465.0
2022-07-31,blåbär,60.0
2022-07-31,bröd,320.0
2022-07-31,caesardressing,40.0
2022-07-31,champinjoner,240.0
2022-07-31,cheddar,120.0
2022-07-31,chili,5.0
2022-07-31,chokladkaka,240.0
2022-07-31,chokladsås,120.0
2022-07-31,citron,30.0
2022-07-31,coleslaw,440.0
2022-07-31,entrecote,2400.0
2022-07-31,fisk,630.0
2022-07-31,fläskfile,2160.0
2022-07-31,grädde,30.0
2022-07-31,halkidiki_oliver,45.0
2022-07-31,halloumi,100.0
2022-07-31,hamburgarbröd,800.0
2022-07-31,hamburgardressing,240.0
2022-07-31,hollandaisesås,350.0
2022-07-31,högrev,800.0
2022-07-31,inlagd_gurka,180.0
2022-07-31,jalapeno,100.0
2022-07-31,kalamata_oliver,45.0
2022-07-31,kalventrecote,450.0
2022-07-31,kapris,15.0
2022-07-31,krutonger,30.0
2022-07-31,kyckling,750.0
2022-07-31,kycklingvingar,300.0
2022-07-31,köttfärs,60.0
2022-07-31,lakritsglass,210.0
2022-07-31,lax,900.0
2022-07-31,linguini,1800.0
2022-07-31,mixsallad,140.0
2022-07-31,morot,465.0
2022-07-31,mozarella,20.0
2022-07-31,nacho_chips,80.0
2022-07-31,oxfile,160.0
2022-07-31,pannkakor,0.0
2022-07-31,paprika_grön,465.0
2022-07-31,pepparsås,450.0
2022-07-31,pesto,30.0
2022-07-31,pizzabotten,1250.0
2022-07-31,pommes_frites,8050.0
2022-07-31,potatis,900.0
2022-07-31,remouladsås,210.0
2022-07-31,riven_ost,600.0
2022-07-31,romansallad,90.0
2022-07-31,rödlök,590.0
2022-07-31,rödvinssås,960.0
2022-07-31,skinka,45.0
2022-07-31,soltorkade_tomater,30.0
2022-07-31,srirachadressing,30.0
2022-07-31,stekolja,10.0
2022-07-31,ströbröd,180.0
2022-07-31,tomat,500.0
2022-07-31,tomatsås,500.0
2022-07-31,vaniljglass,150.0
2022-07-31,vetemjöl,45.0
2022-07-31,vitlök,5.0
2022-07-31,vitlökssmör,30.0
2022-07-31,zucchini,465.0
2022-07-31,ägg,180.0
2022-08-01,aioli,240.0
2022-08-01,bacon,80.0
2022-08-01,balsamico,5.0
2022-08-01,bearnaisesås,105.0
2022-08-01,blomkål,30.0
2022-08-01,bröd,80.0
2022-08-01,caesardressing,40.0
2022-08-01,champinjoner,80.0
2022-08-01,cheddar,45.0
2022-08-01,citron,10.0
2022-08-01,coleslaw,120.0
2022-08-01,fisk,210.0
2022-08-01,fläskfile,320.0
2022-08-01,hamburgarbröd,150.0
2022-08-01,hamburgardressing,90.0
2022-08-01,högrev,300.0
2022-08-01,inlagd_gurka,60.0
2022-08-01,jalapeno,60.0
2022-08-01,kalventrecote,150.0
2022-08-01,kapris,5.0
2022-08-01,krutonger,30.0
2022-08-01,kyckling,300.0
2022-08-01,köttfärs,60.0
2022-08-01,mixsallad,40.0
2022-08-01,morot,30.0
2022-08-01,mozarella,20.0
2022-08-01,nacho_chips,80.0
2022-08-01,oxfile,80.0
2022-08-01,paprika_grön,30.0
2022-08-01,pizzabotten,500.0
2022-08-01,pommes_frites,1440.0
2022-08-01,remouladsås,70.0
2022-08-01,riven_ost,260.0
2022-08-01,romansallad,90.0
2022-08-01,rödlök,230.0
2022-08-01,rödvinssås,120.0
2022-08-01,ströbröd,60.0
2022-08-01,tomat,200.0
2022-08-01,tomatsås,200.0
2022-08-01,vetemjöl,15.0
2022-08-01,zucchini,30.0
2022-08-01,ägg,60.0
2022-08-02,aioli,80.0
2022-08-02,bacon,40.0
2022-08-02,baguette,200.0
2022-08-02,balsamico,5.0
2022-08-02,bearnaisesås,70.0
2022-08-02,blomkål,30.0
2022-08-02,caesardressing,40.0
2022-08-02,cheddar,15.0
2022-08-02,coleslaw,40.0
2022-08-02,fläskfile,80.0
2022-08-02,hamburgarbröd,50.0
2022-08-02,hamburgardressing,30.0
2022-08-02,hollandaisesås,70.0
2022-08-02,högrev,100.0
2022-08-02,inlagd_gurka,20.0
2022-08-02,jalapeno,20.0
2022-08-02,kalventrecote,300.0
2022-08-02,kapris,10.0
2022-08-02,krutonger,30.0
2022-08-02,kyckling,150.0
2022-08-02,köttfärs,60.0
2022-08-02,lax,180.0
2022-08-02,linguini,300.0
2022-08-02,mixsallad,40.0
2022-08-02,morot,30.0
2022-08-02,mozarella,20.0
2022-08-02,nacho_chips,80.0
2022-08-02,paprika_grön,30.0
2022-08-02,pepparsås,90.0
2022-08-02,pommes_frites,540.0
2022-08-02,potatis,180.0
2022-08-02,riven_ost,140.0
2022-08-02,romansallad,90.0
2022-08-02,rödlök,90.0
2022-08-02,rödvinssås,80.0
2022-08-02,ströbröd,120.0
2022-08-02,tomat,80.0
2022-08-02,vetemjöl,30.0
2022-08-02,vitlökssmör,60.0
2022-08-02,zucchini,30.0
2022-08-02,ägg,120.0
2022-08-03,aioli,280.0
2022-08-03,bacon,40.0
2022-08-03,baguette,200.0
2022-08-03,bearnaisesås,140.0
2022-08-03,blomkål,60.0
2022-08-03,champinjoner,40.0
2022-08-03,cheddar,30.0
2022-08-03,chili,5.0
2022-08-03,citron,10.0
2022-08-03,coleslaw,160.0
2022-08-03,entrecote,240.0
2022-08-03,fisk,210.0
2022-08-03,fläskfile,400.0
2022-08-03,hamburgarbröd,100.0
2022-08-03,hamburgardressing,60.0
2022-08-03,högrev,200.0
2022-08-03,inlagd_gurka,40.0
2022-08-03,jalapeno,60.0
2022-08-03,kalventrecote,150.0
2022-08-03,kapris,5.0
2022-08-03,kycklingvingar,300.0
2022-08-03,köttfärs,180.0
2022-08-03,linguini,600.0
2022-08-03,mixsallad,20.0
2022-08-03,morot,60.0
2022-08-03,nacho_chips,240.0
2022-08-03,paprika_grön,60.0
2022-08-03,pepparsås,90.0
2022-08-03,pesto,30.0
2022-08-03,pommes_frites,1260.0
2022-08-03,remouladsås,70.0
2022-08-03,riven_ost,220.0
2022-08-03,rödlök,80.0
2022-08-03,rödvinssås,160.0
2022-08-03,soltorkade_tomater,30.0
2022-08-03,stekolja,10.0
2022-08-03,ströbröd,60.0
2022-08-03,tomat,60.0
2022-08-03,vetemjöl,15.0
2022-08-03,vitlök,5.0
2022-08-03,vitlökssmör,30.0
2022-08-03,zucchini,60.0
2022-08-03,ägg,60.0
2022-08-04,aioli,200.0
2022-08-04,bacon,40.0
2022-08-04,baguette,300.0
2022-08-04,barn_hamburgare,90.0
2022-08-04,bearnaisesås,140.0
2022-08-04,blomkål,90.0
2022-08-04,cheddar,30.0
2022-08-04,citron,20.0
2022-08-04,coleslaw,160.0
2022-08-04,entrecote,240.0
2022-08-04,fisk,420.0
2022-08-04,fläskfile,560.0
2022-08-04,hamburgarbröd,150.0
2022-08-04,hamburgardressing,60.0
2022-08-04,högrev,200.0
2022-08-04,inlagd_gurka,40.0
2022-08-04,jalapeno,20.0
2022-08-04,kalventrecote,150.0
2022-08-04,kapris,5.0
2022-08-04,kycklingvingar,300.0
2022-08-04,köttfärs,60.0
2022-08-04,linguini,900.0
2022-08-04,mixsallad,20.0
2022-08-04,morot,90.0
2022-08-04,nacho_chips,80.0
2022-08-04,paprika_grön,90.0
2022-08-04,pepparsås,270.0
2022-08-04,pommes_frites,1530.0
2022-08-04,remouladsås,140.0
2022-08-04,riven_ost,140.0
2022-08-04,rödlök,80.0
2022-08-04,rödvinssås,160.0
2022-08-04,ströbröd,60.0
2022-08-04,tomat,60.0
2022-08-04,vetemjöl,15.0
2022-08-04,vitlökssmör,60.0
2022-08-04,zucchini,90.0
2022-08-04,ägg,60.0
2022-08-05,aioli,680.0
2022-08-05,bacon,240.0
2022-08-05,baguette,300.0
2022-08-05,balsamico,5.0
2022-08-05,barn_hamburgare,90.0
2022-08-05,bearnaisesås,735.0
2022-08-05,blomkål,330.0
2022-08-05,blåbär,30.0
2022-08-05,caesardressing,40.0
2022-08-05,champinjoner,280.0
2022-08-05,cheddar,165.0
2022-08-05,chili,5.0
2022-08-05,chokladkaka,160.0
2022-08-05,chokladsås,60.0
2022-08-05,citron,10.0
2022-08-05,coleslaw,480.0
2022-08-05,entrecote,1680.0
2022-08-05,fisk,210.0
2022-08-05,fläskfile,1840.0
2022-08-05,halkidiki_oliver,45.0
2022-08-05,hamburgarbröd,600.0
2022-08-05,hamburgardressing,330.0
2022-08-05,hollandaisesås,70.0
2022-08-05,högrev,1100.0
2022-08-05,inlagd_gurka,220.0
2022-08-05,jalapeno,80.0
2022-08-05,kalamata_oliver,45.0
2022-08-05,kalventrecote,750.0
2022-08-05,kapris,25.0
2022-08-05,krutonger,30.0
2022-08-05,kyckling,150.0
2022-08-05,kycklingvingar,150.0
2022-08-05,köttfärs,60.0
2022-08-05,lakritsglass,140.0
2022-08-05,lax,180.0
2022-08-05,linguini,1800.0
2022-08-05,mixsallad,100.0
2022-08-05,morot,330.0
2022-08-05,mozarella,20.0
2022-08-05,nacho_chips,80.0
2022-08-05,oxfile,120.0
2022-08-05,paprika_grön,330.0
2022-08-05,pepparsås,450.0
2022-08-05,pesto,30.0
2022-08-05,pizzabotten,1500.0
2022-08-05,pommes_frites,6690.0
2022-08-05,potatis,180.0
2022-08-05,remouladsås,70.0
2022-08-05,riven_ost,740.0
2022-08-05,romansallad,90.0
2022-08-05,rödlök,570.0
2022-08-05,rödvinssås,840.0
2022-08-05,skinka,135.0
2022-08-05,soltorkade_tomater,30.0
2022-08-05,stekolja,10.0
2022-08-05,ströbröd,300.0
2022-08-05,tomat,460.0
2022-08-05,tomatsås,600.0
2022-08-05,vetemjöl,75.0
2022-08-05,vitlök,5.0
2022-08-05,vitlökssmör,60.0
2022-08-05,zucchini,330.0
2022-08-05,ägg,300.0
2022-08-06,aioli,800.0
2022-08-06,bacon,240.0
2022-08-06,balsamico,10.0
2022-08-06,barn_hamburgare,270.0
2022-08-06,bearnaisesås,805.0
2022-08-06,blomkål,405.0
2022-08-06,bröd,240.0
2022-08-06,caesardressing,80.0
2022-08-06,champinjoner,160.0
2022-08-06,cheddar,150.0
2022-08-06,citron,10.0
2022-08-06,coleslaw,400.0
2022-08-06,entrecote,1200.0
2022-08-06,fisk,210.0
2022-08-06,fläskfile,2240.0
2022-08-06,hamburgarbröd,650.0
2022-08-06,hamburgardressing,300.0
2022-08-06,hollandaisesås,70.0
2022-08-06,högrev,1000.0
2022-08-06,inlagd_gurka,200.0
2022-08-06,jalapeno,100.0
2022-08-06,kalventrecote,1650.0
2022-08-06,kapris,55.0
2022-08-06,krutonger,60.0
2022-08-06,kyckling,750.0
2022-08-06,köttfärs,180.0
2022-08-06,lax,180.0
2022-08-06,linguini,4200.0
2022-08-06,mixsallad,280.0
2022-08-06,morot,405.0
2022-08-06,mozarella,40.0
2022-08-06,nacho_chips,240.0
2022-08-06,oxfile,80.0
2022-08-06,paprika_grön,405.0
2022-08-06,pepparsås,1260.0
2022-08-06,pizzabotten,1000.0
2022-08-06,pommes_frites,7150.0
2022-08-06,potatis,180.0
2022-08-06,remouladsås,70.0
2022-08-06,riven_ost,580.0
2022-08-06,romansallad,180.0
2022-08-06,rödlök,700.0
2022-08-06,rödvinssås,920.0
2022-08-06,skinka,90.0
2022-08-06,ströbröd,660.0
2022-08-06,tomat,600.0
2022-08-06,tomatsås,400.0
2022-08-06,vetemjöl,165.0
2022-08-06,zucchini,405.0
2022-08-06,ägg,660.0
2022-08-07,aioli,600.0
2022-08-07,bacon,160.0
2022-08-07,baguette,250.0
2022-08-07,balsamico,10.0
2022-08-07,barn_hamburgare,90.0
2022-08-07,bearnaisesås,1085.0
2022-08-07,blomkål,405.0
2022-08-07,blåbär,30.0
2022-08-07,caesardressing,80.0
2022-08-07,champinjoner,40.0
2022-08-07,cheddar,90.0
2022-08-07,chokladsås,60.0
2022-08-07,coleslaw,280.0
2022-08-07,entrecote,3600.0
2022-08-07,fläskfile,1520.0
2022-08-07,grädde,60.0
2022-08-07,hamburgarbröd,350.0
2022-08-07,hamburgardressing,180.0
2022-08-07,hollandaisesås,70.0
2022-08-07,högrev,600.0
2022-08-07,inlagd_gurka,120.0
2022-08-07,jalapeno,140.0
2022-08-07,kalventrecote,1350.0
2022-08-07,kapris,45.0
2022-08-07,krutonger,60.0
2022-08-07,kyckling,300.0
2022-08-07,kycklingvingar,150.0
2022-08-07,köttfärs,360.0
2022-08-07,lax,180.0
2022-08-07,linguini,1200.0
2022-08-07,mixsallad,180.0
2022-08-07,morot,405.0
2022-08-07,mozarella,40.0
2022-08-07,nacho_chips,480.0
2022-08-07,oxfile,40.0
2022-08-07,paprika_grön,405.0
2022-08-07,pepparsås,360.0
2022-08-07,pizzabotten,250.0
2022-08-07,pommes_frites,7060.0
2022-08-07,potatis,180.0
2022-08-07,riven_ost,540.0
2022-08-07,romansallad,180.0
2022-08-07,rödlök,440.0
2022-08-07,rödvinssås,1240.0
2022-08-07,ströbröd,540.0
2022-08-07,tomat,380.0
2022-08-07,tomatsås,100.0
2022-08-07,vaniljglass,300.0
2022-08-07,vetemjöl,135.0
2022-08-07,vitlökssmör,60.0
2022-08-07,zucchini,405.0
2022-08-07,ägg,540.0
2022-08-08,aioli,360.0
2022-08-08,bacon,60.0
2022-08-08,baguette,400.0
2022-08-08,barn_hamburgare,90.0
2022-08-08,bearnaisesås,210.0
2022-08-08,blomkål,60.0
2022-08-08,blåbär,15.0
2022-08-08,bröd,80.0
2022-08-08,champinjoner,80.0
2022-08-08,cheddar,45.0
2022-08-08,chokladkaka,80.0
2022-08-08,chokladsås,30.0
2022-08-08,coleslaw,120.0
2022-08-08,entrecote,480.0
2022-08-08,fläskfile,400.0
2022-08-08,hamburgarbröd,200.0
2022-08-08,hamburgardressing,90.0
2022-08-08,högrev,300.0
2022-08-08,inlagd_gurka,60.0
2022-08-08,jalapeno,80.0
2022-08-08,kalventrecote,300.0
2022-08-08,kapris,10.0
2022-08-08,kyckling,150.0
2022-08-08,köttfärs,180.0
2022-08-08,lakritsglass,70.0
2022-08-08,mixsallad,60.0
2022-08-08,morot,60.0
