Datum;temp;weather_main
2022-07-26 13:00:00 +0000 UTC;16.11;Clouds
2022-07-26 14:00:00 +0000 UTC;16.33;Clouds
2022-07-26 15:00:00 +0000 UTC;15.72;Clouds
2022-07-26 16:00:00 +0000 UTC;16.18;Clouds
2022-07-26 17:00:00 +0000 UTC;15.19;Clouds
2022-07-26 18:00:00 +0000 UTC;14.95;Clouds
2022-07-26 19:00:00 +0000 UTC;14.56;Rain
2022-07-26 20:00:00 +0000 UTC;13.55;Rain
2022-07-26 21:00:00 +0000 UTC;14.04;Rain
2022-07-26 22:00:00 +0000 UTC;13.5;Rain
2022-07-26 23:00:00 +0000 UTC;14.03;Clouds
2022-07-27 00:00:00 +0000 UTC;14.02;Rain
2022-07-27 01:00:00 +0000 UTC;13.91;Clouds
2022-07-27 02:00:00 +0000 UTC;14.08;Clouds
2022-07-27 03:00:00 +0000 UTC;14.07;Clouds
2022-07-27 04:00:00 +0000 UTC;13.34;Clouds
2022-07-27 05:00:00 +0000 UTC;15.48;Clouds
2022-07-27 06:00:00 +0000 UTC;16.85;Clouds
2022-07-27 07:00:00 +0000 UTC;17.8;Clouds
2022-07-27 08:00:00 +0000 UTC;18.76;Rain
2022-07-27 09:00:00 +0000 UTC;17.26;Rain
2022-07-27 10:00:00 +0000 UTC;18.96;Rain
2022-07-27 11:00:00 +0000 UTC;19.3;Clouds
2022-07-27 12:00:00 +0000 UTC;19.81;Clouds
2022-07-27 13:00:00 +0000 UTC;19.22;Clouds
2022-07-27 14:00:00 +0000 UTC;19.61;Clear
2022-07-27 15:00:00 +0000 UTC;19.01;Clouds
2022-07-27 16:00:00 +0000 UTC;19.06;Clear
2022-07-27 17:00:00 +0000 UTC;19.22;Clear
2022-07-27 18:00:00 +0000 UTC;17.56;Clouds
2022-07-27 19:00:00 +0000 UTC;16.68;Clear
2022-07-27 20:00:00 +0000 UTC;16.47;Clear
2022-07-27 21:00:00 +0000 UTC;15.84;Clear
2022-07-27 22:00:00 +0000 UTC;14.8;Clouds
2022-07-27 23:00:00 +0000 UTC;14.51;Clouds
2022-07-28 00:00:00 +0000 UTC;15.06;Clouds
2022-07-28 01:00:00 +0000 UTC;13.6;Clear
2022-07-28 02:00:00 +0000 UTC;11.93;Clear
2022-07-28 03:00:00 +0000 UTC;11.72;Clear
2022-07-28 04:00:00 +0000 UTC;11.47;Clear
2022-07-28 05:00:00 +0000 UTC;12.92;Clear
2022-07-28 06:00:00 +0000 UTC;16.31;Clear
2022-07-28 07:00:00 +0000 UTC;18.36;Clouds
2022-07-28 08:00:00 +0000 UTC;18.37;Clear
2022-07-28 09:00:00 +0000 UTC;18.11;Clouds
2022-07-28 10:00:00 +0000 UTC;20.65;Clouds
2022-07-28 11:00:00 +0000 UTC;19.68;Clouds
2022-07-28 12:00:00 +0000 UTC;18.86;Clouds
2022-07-28 13:00:00 +0000 UTC;19.18;Clouds
2022-07-28 14:00:00 +0000 UTC;19.33;Clouds
2022-07-28 15:00:00 +0000 UTC;19.77;Clouds
2022-07-28 16:00:00 +0000 UTC;19.13;Clouds
2022-07-28 17:00:00 +0000 UTC;18.81;Clouds
2022-07-28 18:00:00 +0000 UTC;18.17;Clear
2022-07-28 19:00:00 +0000 UTC;17.49;Clear
2022-07-28 20:00:00 +0000 UTC;16.09;Clear
2022-07-28 21:00:00 +0000 UTC;13.18;Clear
2022-07-28 22:00:00 +0000 UTC;13.53;Clouds
2022-07-28 23:00:00 +0000 UTC;11.65;Clouds
2022-07-29 00:00:00 +0000 UTC;12.1;Clouds
2022-07-29 01:00:00 +0000 UTC;12.18;Clouds
2022-07-29 02:00:00 +0000 UTC;11.46;Clear
2022-07-29 03:00:00 +0000 UTC;11.36;Clear
2022-07-29 04:00:00 +0000 UTC;11.85;Clear
2022-07-29 05:00:00 +0000 UTC;12.39;Clear
2022-07-29 06:00:00 +0000 UTC;15.71;Clear
2022-07-29 07:00:00 +0000 UTC;19.1;Clear
2022-07-29 08:00:00 +0000 UTC;18.73;Clouds
2022-07-29 09:00:00 +0000 UTC;19.64;Clouds
2022-07-29 10:00:00 +0000 UTC;20;Clouds
2022-07-29 11:00:00 +0000 UTC;20.74;Clouds
2022-07-29 12:00:00 +0000 UTC;20.99;Clouds
2022-07-29 13:00:00 +0000 UTC;20.89;Clouds
2022-07-29 14:00:00 +0000 UTC;21.07;Clouds
2022-07-29 15:00:00 +0000 UTC;21.07;Clouds
2022-07-29 16:00:00 +0000 UTC;19.95;Clouds
2022-07-29 17:00:00 +0000 UTC;19.95;Clouds
2022-07-29 18:00:00 +0000 UTC;19.95;Clouds
2022-07-29 19:00:00 +0000 UTC;18.91;Clouds
2022-07-29 20:00:00 +0000 UTC;17.68;Clouds
2022-07-29 21:00:00 +0000 UTC;16.25;Clouds
2022-07-29 22:00:00 +0000 UTC;15.13;Clouds
2022-07-29 23:00:00 +0000 UTC;14.46;Clouds
2022-07-30 00:00:00 +0000 UTC;12.76;Clear
2022-07-30 01:00:00 +0000 UTC;14.83;Clear
2022-07-30 02:00:00 +0000 UTC;14.09;Clear
2022-07-30 03:00:00 +0000 UTC;13.3;Clouds
2022-07-30 04:00:00 +0000 UTC;13.15;Clouds
2022-07-30 05:00:00 +0000 UTC;13.97;Clouds
2022-07-30 06:00:00 +0000 UTC;16.53;Clouds
2022-07-30 07:00:00 +0000 UTC;19.12;Clouds
2022-07-30 08:00:00 +0000 UTC;19.86;Clouds
2022-07-30 09:00:00 +0000 UTC;20.58;Clouds
2022-07-30 10:00:00 +0000 UTC;21.33;Clouds
2022-07-30 11:00:00 +0000 UTC;21.6;Clouds
2022-07-30 12:00:00 +0000 UTC;21.44;Clouds
2022-07-30 13:00:00 +0000 UTC;22.23;Clouds
2022-07-30 14:00:00 +0000 UTC;22.61;Clouds
2022-07-30 15:00:00 +0000 UTC;21.19;Clouds
2022-07-30 16:00:00 +0000 UTC;21;Clouds
2022-07-30 17:00:00 +0000 UTC;21;Clouds
2022-07-30 18:00:00 +0000 UTC;19.63;Clouds
2022-07-30 19:00:00 +0000 UTC;18.22;Clouds
2022-07-30 20:00:00 +0000 UTC;17.16;Clouds
2022-07-30 21:00:00 +0000 UTC;16.95;Clouds
2022-07-30 22:00:00 +0000 UTC;16.96;Clouds
2022-07-30 23:00:00 +0000 UTC;17.64;Clouds
2022-07-31 00:00:00 +0000 UTC;18.14;Clouds
2022-07-31 01:00:00 +0000 UTC;17.95;Clouds
2022-07-31 02:00:00 +0000 UTC;17.63;Clouds
2022-07-31 03:00:00 +0000 UTC;17.19;Clouds
2022-07-31 04:00:00 +0000 UTC;16.98;Clouds
2022-07-31 05:00:00 +0000 UTC;16.8;Clouds
2022-07-31 06:00:00 +0000 UTC;17.38;Clouds
2022-07-31 07:00:00 +0000 UTC;17.93;Clouds
2022-07-31 08:00:00 +0000 UTC;19.82;Clouds
2022-07-31 09:00:00 +0000 UTC;20.44;Clouds
2022-07-31 10:00:00 +0000 UTC;20.77;Clouds
2022-07-31 11:00:00 +0000 UTC;20.86;Clouds
2022-07-31 12:00:00 +0000 UTC;21.03;Clear
2022-07-31 13:00:00 +0000 UTC;20.92;Clouds
2022-07-31 14:00:00 +0000 UTC;20.67;Clouds
2022-07-31 15:00:00 +0000 UTC;20.07;Clouds
2022-07-31 16:00:00 +0000 UTC;19.64;Clouds
2022-07-31 17:00:00 +0000 UTC;19.33;Clouds
2022-07-31 18:00:00 +0000 UTC;19.32;Clouds
2022-07-31 19:00:00 +0000 UTC;18.38;Clouds
2022-07-31 20:00:00 +0000 UTC;17.7;Rain
2022-07-31 21:00:00 +0000 UTC;17.52;Rain
2022-07-31 22:00:00 +0000 UTC;17.03;Rain
2022-07-31 23:00:00 +0000 UTC;16.49;Rain
2022-08-01 00:00:00 +0000 UTC;16.27;Rain
2022-08-01 01:00:00 +0000 UTC;16.56;Rain
2022-08-01 02:00:00 +0000 UTC;16.55;Rain
2022-08-01 03:00:00 +0000 UTC;16.79;Rain
2022-08-01 04:00:00 +0000 UTC;16.53;Rain
2022-08-01 05:00:00 +0000 UTC;16.85;Rain
2022-08-01 06:00:00 +0000 UTC;16.65;Rain
2022-08-01 07:00:00 +0000 UTC;16.72;Rain
2022-08-01 08:00:00 +0000 UTC;17.24;Rain
2022-08-01 09:00:00 +0000 UTC;18.45;Clouds
2022-08-01 10:00:00 +0000 UTC;19.1;Clouds
2022-08-01 11:00:00 +0000 UTC;18.52;Clear
2022-08-01 12:00:00 +0000 UTC;18.9;Clear
2022-08-01 13:00:00 +0000 UTC;19.61;Clouds
2022-08-01 14:00:00 +0000 UTC;19.52;Clouds
2022-08-01 15:00:00 +0000 UTC;19.08;Clouds
2022-08-01 16:00:00 +0000 UTC;18.87;Clouds
2022-08-01 17:00:00 +0000 UTC;18.55;Clouds
2022-08-01 18:00:00 +0000 UTC;18.05;Clouds
2022-08-01 19:00:00 +0000 UTC;16.19;Clear
2022-08-01 20:00:00 +0000 UTC;14.88;Clear
2022-08-01 21:00:00 +0000 UTC;14.4;Clear
2022-08-01 22:00:00 +0000 UTC;13.94;Clouds
2022-08-01 23:00:00 +0000 UTC;15.28;Clouds
2022-08-02 00:00:00 +0000 UTC;15.05;Clouds
2022-08-02 01:00:00 +0000 UTC;14.89;Clouds
2022-08-02 02:00:00 +0000 UTC;14.82;Clouds
2022-08-02 03:00:00 +0000 UTC;15.2;Clouds
2022-08-02 04:00:00 +0000 UTC;15.19;Clouds
2022-08-02 05:00:00 +0000 UTC;14.12;Clouds
2022-08-02 06:00:00 +0000 UTC;15.91;Clouds
2022-08-02 07:00:00 +0000 UTC;17.24;Clouds
2022-08-02 08:00:00 +0000 UTC;16.95;Clouds
2022-08-02 09:00:00 +0000 UTC;18.6;Clouds
2022-08-02 10:00:00 +0000 UTC;18.23;Clouds
2022-08-02 11:00:00 +0000 UTC;18.1;Clouds
2022-08-02 12:00:00 +0000 UTC;17.77;Clouds
2022-08-02 13:00:00 +0000 UTC;17.17;Clouds
2022-08-02 14:00:00 +0000 UTC;16.67;Rain
2022-08-02 15:00:00 +0000 UTC;16.92;Rain
2022-08-02 16:00:00 +0000 UTC;14.79;Rain
2022-08-02 17:00:00 +0000 UTC;13.72;Rain
2022-08-02 18:00:00 +0000 UTC;14.03;Rain
2022-08-02 19:00:00 +0000 UTC;13.39;Rain
2022-08-02 20:00:00 +0000 UTC;13.98;Rain
2022-08-02 21:00:00 +0000 UTC;15.83;Rain
2022-08-02 22:00:00 +0000 UTC;16.42;Rain
2022-08-02 23:00:00 +0000 UTC;16.51;Rain
2022-08-03 00:00:00 +0000 UTC;16.61;Rain
2022-08-03 01:00:00 +0000 UTC;17.42;Rain
2022-08-03 02:00:00 +0000 UTC;17.42;Rain
2022-08-03 03:00:00 +0000 UTC;17.62;Rain
2022-08-03 04:00:00 +0000 UTC;17.38;Clouds
2022-08-03 05:00:00 +0000 UTC;17.6;Rain
2022-08-03 06:00:00 +0000 UTC;18.31;Rain
2022-08-03 07:00:00 +0000 UTC;18.8;Rain
2022-08-03 08:00:00 +0000 UTC;19.45;Rain
2022-08-03 09:00:00 +0000 UTC;19.55;Rain
2022-08-03 10:00:00 +0000 UTC;19.98;Rain
2022-08-03 11:00:00 +0000 UTC;19.42;Rain
2022-08-03 12:00:00 +0000 UTC;20.27;Rain
2022-08-03 13:00:00 +0000 UTC;20.12;Clouds
2022-08-03 14:00:00 +0000 UTC;20.44;Clouds
2022-08-03 15:00:00 +0000 UTC;21.41;Clouds
2022-08-03 16:00:00 +0000 UTC;21.82;Clouds
2022-08-03 17:00:00 +0000 UTC;20.79;Clouds
2022-08-03 18:00:00 +0000 UTC;20.61;Clouds
2022-08-03 19:00:00 +0000 UTC;20.27;Clear
2022-08-03 20:00:00 +0000 UTC;19.75;Clear
2022-08-03 21:00:00 +0000 UTC;18.82;Clear
2022-08-03 22:00:00 +0000 UTC;18.35;Clouds
2022-08-03 23:00:00 +0000 UTC;18.49;Clouds
2022-08-04 00:00:00 +0000 UTC;17.74;Clouds
2022-08-04 01:00:00 +0000 UTC;16.59;Clear
2022-08-04 02:00:00 +0000 UTC;15.63;Clear
2022-08-04 03:00:00 +0000 UTC;14.86;Clouds
2022-08-04 04:00:00 +0000 UTC;14.21;Clouds
2022-08-04 05:00:00 +0000 UTC;15.83;Clouds
2022-08-04 06:00:00 +0000 UTC;17.76;Clouds
2022-08-04 07:00:00 +0000 UTC;19.54;Clouds
2022-08-04 08:00:00 +0000 UTC;20.63;Clouds
2022-08-04 09:00:00 +0000 UTC;22.66;Clouds
2022-08-04 10:00:00 +0000 UTC;23.51;Clouds
2022-08-04 11:00:00 +0000 UTC;23.43;Clouds
2022-08-04 12:00:00 +0000 UTC;26.03;Rain
2022-08-04 13:00:00 +0000 UTC;26.62;Rain
2022-08-04 14:00:00 +0000 UTC;24.02;Rain
2022-08-04 15:00:00 +0000 UTC;22.9;Clouds
2022-08-04 16:00:00 +0000 UTC;19.2;Rain
2022-08-04 17:00:00 +0000 UTC;18.61;Rain
2022-08-04 18:00:00 +0000 UTC;18.71;Rain
2022-08-04 19:00:00 +0000 UTC;18.79;Rain
2022-08-04 20:00:00 +0000 UTC;18.38;Rain
2022-08-04 21:00:00 +0000 UTC;17.39;Rain
2022-08-04 22:00:00 +0000 UTC;15.96;Rain
2022-08-04 23:00:00 +0000 UTC;15.58;Clouds
2022-08-05 00:00:00 +0000 UTC;14.7;Clouds
2022-08-05 01:00:00 +0000 UTC;14.29;Clouds
2022-08-05 02:00:00 +0000 UTC;13.79;Clouds
2022-08-05 03:00:00 +0000 UTC;13.52;Clouds
2022-08-05 04:00:00 +0000 UTC;13.8;Clouds
2022-08-05 05:00:00 +0000 UTC;14.29;Clouds
2022-08-05 06:00:00 +0000 UTC;14.93;Clouds
2022-08-05 07:00:00 +0000 UTC;14.96;Clouds
2022-08-05 08:00:00 +0000 UTC;16.7;Clouds
2022-08-05 09:00:00 +0000 UTC;17.04;Clouds
2022-08-05 10:00:00 +0000 UTC;16.9;Clouds
2022-08-05 11:00:00 +0000 UTC;17.56;Clouds
2022-08-05 12:00:00 +0000 UTC;18.04;Clouds
2022-08-05 13:00:00 +0000 UTC;18.64;Clouds
2022-08-05 14:00:00 +0000 UTC;19.29;Clouds
2022-08-05 15:00:00 +0000 UTC;17.43;Clouds
2022-08-05 16:00:00 +0000 UTC;17.09;Clouds
2022-08-05 17:00:00 +0000 UTC;17.34;Clouds
2022-08-05 18:00:00 +0000 UTC;15.99;Clouds
2022-08-05 19:00:00 +0000 UTC;14.78;Clouds
2022-08-05 20:00:00 +0000 UTC;13.6;Clear
2022-08-05 21:00:00 +0000 UTC;14.17;Clear
2022-08-05 22:00:00 +0000 UTC;14.12;Clouds
2022-08-05 23:00:00 +0000 UTC;14.41;Clouds
2022-08-06 00:00:00 +0000 UTC;14.42;Clouds
2022-08-06 01:00:00 +0000 UTC;14.38;Clouds
2022-08-06 02:00:00 +0000 UTC;13.32;Clouds
2022-08-06 03:00:00 +0000 UTC;13.44;Clouds
2022-08-06 04:00:00 +0000 UTC;12.91;Clouds
2022-08-06 05:00:00 +0000 UTC;14.05;Clouds
2022-08-06 06:00:00 +0000 UTC;14.15;Clouds
2022-08-06 07:00:00 +0000 UTC;14.41;Rain
2022-08-06 08:00:00 +0000 UTC;15.89;Clouds
2022-08-06 09:00:00 +0000 UTC;15.9;Rain
2022-08-06 10:00:00 +0000 UTC;16;Rain
2022-08-06 11:00:00 +0000 UTC;16.51;Clouds
2022-08-06 12:00:00 +0000 UTC;17.23;Clouds
2022-08-06 13:00:00 +0000 UTC;17.84;Clouds
2022-08-06 14:00:00 +0000 UTC;17.81;Clouds
2022-08-06 15:00:00 +0000 UTC;16.88;Rain
2022-08-06 16:00:00 +0000 UTC;16.6;Rain
2022-08-06 17:00:00 +0000 UTC;16.11;Clear
2022-08-06 18:00:00 +0000 UTC;15.66;Clear
2022-08-06 19:00:00 +0000 UTC;14.61;Clear
2022-08-06 20:00:00 +0000 UTC;14.02;Clear
2022-08-06 21:00:00 +0000 UTC;14.24;Clear
2022-08-06 22:00:00 +0000 UTC;13.54;Clouds
2022-08-06 23:00:00 +0000 UTC;14.02;Clouds
2022-08-07 00:00:00 +0000 UTC;13.54;Clouds
2022-08-07 01:00:00 +0000 UTC;13.95;Clouds
2022-08-07 02:00:00 +0000 UTC;13.76;Rain
2022-08-07 03:00:00 +0000 UTC;13.44;Clouds
2022-08-07 04:00:00 +0000 UTC;13.45;Clouds
2022-08-07 05:00:00 +0000 UTC;13.95;Clouds
2022-08-07 06:00:00 +0000 UTC;14.34;Clouds
2022-08-07 07:00:00 +0000 UTC;14.83;Rain
2022-08-07 08:00:00 +0000 UTC;14.8;Rain
2022-08-07 09:00:00 +0000 UTC;14.73;Rain
2022-08-07 10:00:00 +0000 UTC;14.73;Clouds
2022-08-07 11:00:00 +0000 UTC;16;Clouds
2022-08-07 12:00:00 +0000 UTC;15.09;Clouds
2022-08-07 13:00:00 +0000 UTC;14.03;Rain
2022-08-07 14:00:00 +0000 UTC;13.71;Rain
2022-08-07 15:00:00 +0000 UTC;15.49;Rain
2022-08-07 16:00:00 +0000 UTC;15.43;Rain
2022-08-07 17:00:00 +0000 UTC;15.45;Rain
2022-08-07 18:00:00 +0000 UTC;14.66;Rain
2022-08-07 19:00:00 +0000 UTC;15.2;Clouds
2022-08-07 20:00:00 +0000 UTC;13.99;Clouds
2022-08-07 21:00:00 +0000 UTC;13.74;Clouds
2022-08-07 22:00:00 +0000 UTC;13.43;Clouds
2022-08-07 23:00:00 +0000 UTC;13.24;Clouds
2022-08-08 00:00:00 +0000 UTC;13.31;Clouds
2022-08-08 01:00:00 +0000 UTC;13.77;Clouds
2022-08-08 02:00:00 +0000 UTC;13.88;Clouds
2022-08-08 03:00:00 +0000 UTC;14.43;Clouds
2022-08-08 04:00:00 +0000 UTC;13.59;Clouds
2022-08-08 05:00:00 +0000 UTC;15.02;Clouds
2022-08-08 06:00:00 +0000 UTC;15.44;Rain
2022-08-08 07:00:00 +0000 UTC;16.56;Clouds
2022-08-08 08:00:00 +0000 UTC;17.98;Clouds
2022-08-08 09:00:00 +0000 UTC;18.38;Clouds
2022-08-08 10:00:00 +0000 UTC;18.78;Clouds
2022-08-08 11:00:00 +0000 UTC;18.77;Clouds
2022-08-08 12:00:00 +0000 UTC;18.62;Clouds
2022-08-08 13:00:00 +0000 UTC;19.56;Clouds
2022-08-08 14:00:00 +0000 UTC;19.45;Clouds
2022-08-08 15:00:00 +0000 UTC;19.88;Clear
2022-08-08 16:00:00 +0000 UTC;19.07;Clear
2022-08-08 17:00:00 +0000 UTC;18.68;Clear
2022-08-08 18:00:00 +0000 UTC;17.81;Clouds
2022-08-08 19:00:00 +0000 UTC;16.76;Clouds
2022-08-08 20:00:00 +0000 UTC;15.35;Clear
2022-08-08 21:00:00 +0000 UTC;14.58;Clouds
2022-08-08 22:00:00 +0000 UTC;13.57;Clouds
2022-08-08 23:00:00 +0000 UTC;13.12;Clouds
2022-08-09 00:00:00 +0000 UTC;12.68;Clouds
2022-08-09 01:00:00 +0000 UTC;12.24;Clouds
2022-08-09 02:00:00 +0000 UTC;12.25;Clouds
2022-08-09 03:00:00 +0000 UTC;11.62;Clouds
2022-08-09 04:00:00 +0000 UTC;12.07;Clouds
2022-08-09 05:00:00 +0000 UTC;12.77;Clouds
2022-08-09 06:00:00 +0000 UTC;14.96;Clouds
2022-08-09 07:00:00 +0000 UTC;17.43;Clouds
2022-08-09 08:00:00 +0000 UTC;18.12;Clouds
2022-08-09 09:00:00 +0000 UTC;18.42;Clouds
2022-08-09 10:00:00 +0000 UTC;19.72;Clouds
2022-08-09 11:00:00 +0000 UTC;19.71;Clouds
2022-08-09 12:00:00 +0000 UTC;19.22;Clouds
2022-08-09 13:00:00 +0000 UTC;20.42;Clouds
2022-08-09 14:00:00 +0000 UTC;20.29;Clouds
2022-08-09 15:00:00 +0000 UTC;19.49;Clouds
2022-08-09 16:00:00 +0000 UTC;19.02;Clouds
2022-08-09 17:00:00 +0000 UTC;18.21;Clouds
2022-08-09 18:00:00 +0000 UTC;17.21;Clouds
2022-08-09 19:00:00 +0000 UTC;16.81;Clouds
2022-08-09 20:00:00 +0000 UTC;14.45;Clouds
2022-08-09 21:00:00 +0000 UTC;15;Clouds
2022-08-09 22:00:00 +0000 UTC;15.7;Clouds
2022-08-09 23:00:00 +0000 UTC;15.4;Clouds
2022-08-10 00:00:00 +0000 UTC;15.7;Clouds
2022-08-10 01:00:00 +0000 UTC;15.71;Clouds
2022-08-10 02:00:00 +0000 UTC;16.09;Clouds
2022-08-10 03:00:00 +0000 UTC;14.99;Clouds
2022-08-10 04:00:00 +0000 UTC;13.94;Clouds
2022-08-10 05:00:00 +0000 UTC;15.95;Clouds
2022-08-10 06:00:00 +0000 UTC;16.75;Clouds
2022-08-10 07:00:00 +0000 UTC;18.34;Clouds
2022-08-10 08:00:00 +0000 UTC;19.35;Clouds
2022-08-10 09:00:00 +0000 UTC;19.49;Clouds
2022-08-10 10:00:00 +0000 UTC;19.8;Clouds
2022-08-10 11:00:00 +0000 UTC;20.04;Clear
2022-08-10 12:00:00 +0000 UTC;20.28;Clear
2022-08-10 13:00:00 +0000 UTC;20.45;Clouds
2022-08-10 14:00:00 +0000 UTC;20.75;Clouds
2022-08-10 15:00:00 +0000 UTC;20.77;Clouds
2022-08-10 16:00:00 +0000 UTC;19.86;Clear
2022-08-10 17:00:00 +0000 UTC;19.8;Clouds
2022-08-10 18:00:00 +0000 UTC;19.12;Clear
2022-08-10 19:00:00 +0000 UTC;17.38;Clear
2022-08-10 20:00:00 +0000 UTC;16.43;Clear
2022-08-10 21:00:00 +0000 UTC;16.23;Clear
2022-08-10 22:00:00 +0000 UTC;15.66;Clear
2022-08-10 23:00:00 +0000 UTC;15.62;Clear
2022-08-11 00:00:00 +0000 UTC;16.87;Clear
2022-08-11 01:00:00 +0000 UTC;16.34;Clear
2022-08-11 02:00:00 +0000 UTC;16.61;Clear
2022-08-11 03:00:00 +0000 UTC;15.97;Clear
2022-08-11 04:00:00 +0000 UTC;15.82;Clear
2022-08-11 05:00:00 +0000 UTC;16.33;Clear
2022-08-11 06:00:00 +0000 UTC;17.91;Clear
2022-08-11 07:00:00 +0000 UTC;19.81;Clear
2022-08-11 08:00:00 +0000 UTC;19.55;Clear
2022-08-11 09:00:00 +0000 UTC;21.44;Clear
2022-08-11 10:00:00 +0000 UTC;21.81;Clear
2022-08-11 11:00:00 +0000 UTC;21.87;Clear
2022-08-11 12:00:00 +0000 UTC;22.17;Clear
2022-08-11 13:00:00 +0000 UTC;21.53;Clear
2022-08-11 14:00:00 +0000 UTC;22.39;Clear
2022-08-11 15:00:00 +0000 UTC;23.39;Clear
2022-08-11 16:00:00 +0000 UTC;22.4;Clear
2022-08-11 17:00:00 +0000 UTC;21.57;Clear
2022-08-11 18:00:00 +0000 UTC;20.15;Clear
2022-08-11 19:00:00 +0000 UTC;19.51;Clear
2022-08-11 20:00:00 +0000 UTC;17.19;Clear
2022-08-11 21:00:00 +0000 UTC;17.16;Clear
2022-08-11 22:00:00 +0000 UTC;15.73;Clear
2022-08-11 23:00:00 +0000 UTC;15.21;Clear
2022-08-12 00:00:00 +0000 UTC;15.93;Clear
2022-08-12 01:00:00 +0000 UTC;15.59;Clear
2022-08-12 02:00:00 +0000 UTC;15.39;Clear
2022-08-12 03:00:00 +0000 UTC;15.76;Clear
2022-08-12 04:00:00 +0000 UTC;16.22;Clear
2022-08-12 05:00:00 +0000 UTC;16.7;Clouds
2022-08-12 06:00:00 +0000 UTC;18.34;Clouds
2022-08-12 07:00:00 +0000 UTC;20.53;Clouds
2022-08-12 08:00:00 +0000 UTC;22.9;Clouds
2022-08-12 09:00:00 +0000 UTC;23.69;Clouds
2022-08-12 10:00:00 +0000 UTC;23.3;Clouds
2022-08-12 11:00:00 +0000 UTC;23.62;Clouds
2022-08-12 12:00:00 +0000 UTC;23.51;Clouds
2022-08-12 13:00:00 +0000 UTC;24.25;Clouds
2022-08-12 14:00:00 +0000 UTC;23.26;Clear
2022-08-12 15:00:00 +0000 UTC;23.26;Clear
2022-08-12 16:00:00 +0000 UTC;23.62;Clear
2022-08-12 17:00:00 +0000 UTC;23.85;Clear
2022-08-12 18:00:00 +0000 UTC;22.44;Clear
2022-08-12 19:00:00 +0000 UTC;18.6;Clear
2022-08-12 20:00:00 +0000 UTC;16.46;Clear
2022-08-12 21:00:00 +0000 UTC;16.67;Clear
2022-08-12 22:00:00 +0000 UTC;17.9;Clear
2022-08-12 23:00:00 +0000 UTC;17.18;Clear
2022-08-13 00:00:00 +0000 UTC;16;Clouds
2022-08-13 01:00:00 +0000 UTC;15.54;Clouds
2022-08-13 02:00:00 +0000 UTC;15.15;Clouds
2022-08-13 03:00:00 +0000 UTC;15.44;Clouds
2022-08-13 04:00:00 +0000 UTC;15.15;Clouds
2022-08-13 05:00:00 +0000 UTC;16;Clouds
2022-08-13 06:00:00 +0000 UTC;18.55;Clouds
2022-08-13 07:00:00 +0000 UTC;21.62;Clouds
2022-08-13 08:00:00 +0000 UTC;22.81;Clouds
2022-08-13 09:00:00 +0000 UTC;24.45;Clouds
2022-08-13 10:00:00 +0000 UTC;24.7;Clouds
2022-08-13 11:00:00 +0000 UTC;25.63;Clouds
2022-08-13 12:00:00 +0000 UTC;25.12;Clouds
2022-08-13 13:00:00 +0000 UTC;25.42;Clouds
2022-08-13 14:00:00 +0000 UTC;24.98;Clouds
2022-08-13 15:00:00 +0000 UTC;26.97;Clear
2022-08-13 16:00:00 +0000 UTC;25.97;Clear
2022-08-13 17:00:00 +0000 UTC;25.95;Clear
2022-08-13 18:00:00 +0000 UTC;24.84;Clear
2022-08-13 19:00:00 +0000 UTC;20.31;Clear
2022-08-13 20:00:00 +0000 UTC;17.58;Clear
2022-08-13 21:00:00 +0000 UTC;17.03;Clear
2022-08-13 22:00:00 +0000 UTC;17.28;Clear
2022-08-13 23:00:00 +0000 UTC;16.86;Clear
2022-08-14 00:00:00 +0000 UTC;15.35;Clear
2022-08-14 01:00:00 +0000 UTC;16.14;Clear
2022-08-14 02:00:00 +0000 UTC;17.16;Clear
2022-08-14 03:00:00 +0000 UTC;17.01;Clear
2022-08-14 04:00:00 +0000 UTC;16.74;Clear
2022-08-14 05:00:00 +0000 UTC;17.98;Clear
2022-08-14 06:00:00 +0000 UTC;19.64;Clouds
2022-08-14 07:00:00 +0000 UTC;22.09;Clouds
2022-08-14 08:00:00 +0000 UTC;23.53;Clear
2022-08-14 09:00:00 +0000 UTC;24.42;Clear
2022-08-14 10:00:00 +0000 UTC;24.71;Clouds
2022-08-14 11:00:00 +0000 UTC;24.65;Clear
2022-08-14 12:00:00 +0000 UTC;24.94;Clouds
2022-08-14 13:00:00 +0000 UTC;26.21;Clear
2022-08-14 14:00:00 +0000 UTC;26.28;Clouds
2022-08-14 15:00:00 +0000 UTC;26.38;Clouds
2022-08-14 16:00:00 +0000 UTC;25.98;Clouds
2022-08-14 17:00:00 +0000 UTC;24.76;Clouds
2022-08-14 18:00:00 +0000 UTC;22.85;Clouds
2022-08-14 19:00:00 +0000 UTC;20.58;Clouds
2022-08-14 20:00:00 +0000 UTC;18.62;Clouds
2022-08-14 21:00:00 +0000 UTC;18.99;Clouds
2022-08-14 22:00:00 +0000 UTC;18.3;Clouds
2022-08-14 23:00:00 +0000 UTC;18.65;Clouds
2022-08-15 00:00:00 +0000 UTC;19.04;Clouds
2022-08-15 01:00:00 +0000 UTC;16.78;Clouds
2022-08-15 02:00:00 +0000 UTC;18.72;Clouds
2022-08-15 03:00:00 +0000 UTC;16.95;Clouds
2022-08-15 04:00:00 +0000 UTC;17.3;Clear
2022-08-15 05:00:00 +0000 UTC;17.48;Clear
